"Index","Value"
2017-08-08 03:00:00,99.4576961
2017-08-08 03:30:00,99.1900824
2017-08-08 04:00:00,98.96695555
2017-08-08 04:30:00,98.8198555
2017-08-08 05:00:00,98.70802205
2017-08-08 05:30:00,98.6430259
2017-08-08 06:00:00,98.6299694
2017-08-08 06:30:00,98.6879835
2017-08-08 07:00:00,98.835805875
2017-08-08 07:30:00,98.994154675
2017-08-08 08:00:00,99.1918181
2017-08-08 08:30:00,99.414690975
2017-08-08 09:00:00,99.66754845
2017-08-08 09:30:00,99.94185375
2017-08-08 10:00:00,100.249001325
2017-08-08 10:30:00,100.52536865
2017-08-08 11:00:00,100.72748015
2017-08-08 11:30:00,100.85338435
2017-08-08 12:00:00,100.917114575
2017-08-08 12:30:00,100.935753802778
2017-08-08 13:00:00,100.907421125
2017-08-08 13:30:00,100.8224605
2017-08-08 14:00:00,100.686030825
2017-08-08 14:30:00,100.5200509
2017-08-08 15:00:00,100.315949475
2017-08-08 15:30:00,100.076040675
2017-08-08 16:00:00,99.860763375
2017-08-08 16:30:00,99.71681085
2017-08-08 17:00:00,99.619479375
2017-08-08 17:30:00,99.605663225
2017-08-08 18:00:00,99.616477575
2017-08-08 18:30:00,99.652104175
2017-08-08 19:00:00,99.735148075
2017-08-08 19:30:00,99.842750825
2017-08-08 20:00:00,99.999434625
2017-08-08 20:30:00,100.196845225
2017-08-08 21:00:00,100.4310392
2017-08-08 21:30:00,100.68074965
2017-08-08 22:00:00,100.9166082
2017-08-08 22:30:00,101.09007455
2017-08-08 23:00:00,101.2261063
2017-08-08 23:30:00,101.25515105
2017-08-09 00:00:00,101.176518025
2017-08-09 00:30:00,101.116115925
2017-08-09 01:00:00,100.952921475
2017-08-09 01:30:00,100.739090425
2017-08-09 02:00:00,100.481350025
2017-08-09 02:30:00,100.189322125
2017-08-09 03:00:00,99.829911225
2017-08-09 03:30:00,99.48507615
2017-08-09 04:00:00,99.1964113
2017-08-09 04:30:00,98.94948565
2017-08-09 05:00:00,98.776597675
2017-08-09 05:30:00,98.639083425
2017-08-09 06:00:00,98.562585825
2017-08-09 06:30:00,98.563055925
2017-08-09 07:00:00,98.604795425
2017-08-09 07:30:00,98.7117468
2017-08-09 08:00:00,98.8256073
2017-08-09 08:30:00,99.08971245
2017-08-09 09:00:00,99.306111275
2017-08-09 09:30:00,99.55701595
2017-08-09 10:00:00,99.8524803
2017-08-09 10:30:00,100.181762675
2017-08-09 11:00:00,100.449015425
2017-08-09 11:30:00,100.632464225
2017-08-09 12:00:00,100.769798325
2017-08-09 12:30:00,100.856278625
2017-08-09 13:00:00,100.862498425
2017-08-09 13:30:00,100.81258625
2017-08-09 14:00:00,100.72086185
2017-08-09 14:30:00,100.6072554
2017-08-09 15:00:00,100.442143225
2017-08-09 15:30:00,100.2315316
2017-08-09 16:00:00,99.989017875
2017-08-09 16:30:00,99.7436479
2017-08-09 17:00:00,99.537195175
2017-08-09 17:30:00,99.405432025
2017-08-09 18:00:00,99.36206575
2017-08-09 18:30:00,99.373386475
2017-08-09 19:00:00,99.430930675
2017-08-09 19:30:00,99.542512025
2017-08-09 20:00:00,99.68476545
2017-08-09 20:30:00,99.842208825
2017-08-09 21:00:00,100.04681635
2017-08-09 21:30:00,100.311428075
2017-08-09 22:00:00,100.5557859
2017-08-09 22:30:00,100.8299832
2017-08-09 23:00:00,101.0458399
2017-08-09 23:30:00,101.2004618
2017-08-10 00:00:00,101.260791875
2017-08-10 00:30:00,101.2315032875
2017-08-10 01:00:00,101.15666185
2017-08-10 01:30:00,101.01806225
2017-08-10 02:00:00,100.85689265
2017-08-10 02:30:00,100.613186775
2017-08-10 03:00:00,100.326873025
2017-08-10 03:30:00,99.9827247
2017-08-10 04:00:00,99.65792725
2017-08-10 04:30:00,99.3628245
2017-08-10 05:00:00,99.11593565
2017-08-10 05:30:00,98.87056485
2017-08-10 06:00:00,98.73840385
2017-08-10 06:30:00,98.650115575
2017-08-10 07:00:00,98.62277185
2017-08-10 07:30:00,98.657203875
2017-08-10 08:00:00,98.794392675
2017-08-10 08:30:00,98.947460325
2017-08-10 09:00:00,99.161435725
2017-08-10 09:30:00,99.38405595
2017-08-10 10:00:00,99.6656675
2017-08-10 10:30:00,99.96507455
2017-08-10 11:00:00,100.270123025
2017-08-10 11:30:00,100.573327975
2017-08-10 12:00:00,100.8007585
2017-08-10 12:30:00,100.93476465
2017-08-10 13:00:00,100.991080075
2017-08-10 13:30:00,100.99104405
2017-08-10 14:00:00,100.93805585
2017-08-10 14:30:00,100.846548875
2017-08-10 15:00:00,100.689792525
